,t,ml,mr,sl,sr,p,i,d
423,253372,33.69,46.31,335.00,406.00,1.75,0.00,0.00
424,253379,37.33,42.67,352.00,382.00,1.75,0.00,0.00
425,253386,38.04,41.96,348.00,370.00,1.75,0.00,0.00
426,253392,37.69,42.31,327.00,353.00,1.75,0.00,0.00
427,253400,36.80,43.20,287.00,323.00,1.75,0.00,0.00
428,253407,40.00,40.00,345.00,345.00,1.75,0.00,0.00
429,253413,39.38,40.62,368.00,375.00,1.75,0.00,0.00
430,253420,43.91,36.09,395.00,351.00,1.75,0.00,0.00
431,253427,46.22,33.78,417.00,347.00,1.75,0.00,0.00
432,253434,45.16,34.84,419.00,361.00,1.75,0.00,0.00
433,253442,45.16,34.84,395.00,337.00,1.75,0.00,0.00
434,253449,43.02,36.98,367.00,333.00,1.75,0.00,0.00
435,253455,41.69,38.31,361.00,342.00,1.75,0.00,0.00
436,253462,36.98,43.02,323.00,357.00,1.75,0.00,0.00
437,253469,38.58,41.42,331.00,347.00,1.75,0.00,0.00
438,253476,36.98,43.02,309.00,343.00,1.75,0.00,0.00
439,253483,37.42,42.58,304.00,333.00,1.75,0.00,0.00
440,253490,37.16,42.84,306.00,338.00,1.75,0.00,0.00
441,253497,38.22,41.78,303.00,323.00,1.75,0.00,0.00
442,253503,37.33,42.67,338.00,368.00,1.75,0.00,0.00
443,253510,38.13,41.87,337.00,358.00,1.75,0.00,0.00
444,253517,38.76,41.24,351.00,365.00,1.75,0.00,0.00
445,253524,39.11,40.89,347.00,357.00,1.75,0.00,0.00
446,253531,31.20,48.80,296.00,395.00,1.75,0.00,0.00
447,253538,30.22,49.78,278.00,388.00,1.75,0.00,0.00
448,253545,28.27,51.73,272.00,404.00,1.75,0.00,0.00
449,253552,27.64,52.36,296.00,435.00,1.75,0.00,0.00
450,253559,27.47,52.53,340.00,481.00,1.75,0.00,0.00
451,253565,25.33,54.67,357.00,522.00,1.75,0.00,0.00
452,253573,24.62,55.38,374.00,547.00,1.75,0.00,0.00
453,253580,20.09,59.91,351.00,575.00,1.75,0.00,0.00
454,253587,20.35,59.65,350.00,571.00,1.75,0.00,0.00
455,253594,24.98,55.02,367.00,536.00,1.75,0.00,0.00
456,253601,26.04,53.96,366.00,523.00,1.75,0.00,0.00
457,253607,27.11,52.89,359.00,504.00,1.75,0.00,0.00
458,253615,24.53,55.47,329.00,503.00,1.75,0.00,0.00
459,253622,23.46,56.54,334.00,520.00,1.75,0.00,0.00
460,253629,24.18,55.82,353.00,531.00,1.75,0.00,0.00
461,253636,21.95,58.05,355.00,558.00,1.75,0.00,0.00
462,253642,21.33,58.67,327.00,537.00,1.75,0.00,0.00
463,253649,24.80,55.20,350.00,521.00,1.75,0.00,0.00
464,253657,28.35,51.65,374.00,505.00,1.75,0.00,0.00
465,253664,32.44,47.56,391.00,476.00,1.75,0.00,0.00
466,253671,33.78,46.22,392.00,462.00,1.75,0.00,0.00
467,253677,32.89,47.11,377.00,457.00,1.75,0.00,0.00
468,253684,31.55,48.45,351.00,446.00,1.75,0.00,0.00
469,253691,34.13,45.87,361.00,427.00,1.75,0.00,0.00
470,253699,35.02,44.98,361.00,417.00,1.75,0.00,0.00
471,253705,36.80,43.20,387.00,423.00,1.75,0.00,0.00
472,253712,39.02,40.98,399.00,410.00,1.75,0.00,0.00
473,253719,37.51,42.49,402.00,430.00,1.75,0.00,0.00
474,253726,39.20,40.80,389.00,398.00,1.75,0.00,0.00
475,253732,36.53,43.47,397.00,436.00,1.75,0.00,0.00
476,253740,37.16,42.84,396.00,428.00,1.75,0.00,0.00
477,253747,35.64,44.36,384.00,433.00,1.75,0.00,0.00
478,253754,37.87,42.13,417.00,441.00,1.75,0.00,0.00
479,253760,39.11,40.89,441.00,451.00,1.75,0.00,0.00
480,253767,40.53,39.47,458.00,452.00,1.75,0.00,0.00
481,253774,39.64,40.36,453.00,457.00,1.75,0.00,0.00
482,253782,34.40,45.60,427.00,490.00,1.75,0.00,0.00
483,253788,33.87,46.13,411.00,480.00,1.75,0.00,0.00
484,253795,31.55,48.45,402.00,497.00,1.75,0.00,0.00
485,253802,30.93,49.07,411.00,513.00,1.75,0.00,0.00
486,253809,29.69,50.31,402.00,518.00,1.75,0.00,0.00
487,253816,30.13,49.87,416.00,527.00,1.75,0.00,0.00
488,253822,29.51,50.49,415.00,533.00,1.75,0.00,0.00
489,253830,29.95,50.05,402.00,515.00,1.75,0.00,0.00
490,253837,32.18,47.82,435.00,523.00,1.75,0.00,0.00
491,253844,32.27,47.73,452.00,539.00,1.75,0.00,0.00
492,253851,33.60,46.40,463.00,535.00,1.75,0.00,0.00
493,253857,32.27,47.73,465.00,552.00,1.75,0.00,0.00
494,253864,29.78,50.22,425.00,540.00,1.75,0.00,0.00
495,253872,28.53,51.47,404.00,533.00,1.75,0.00,0.00
496,253879,26.13,53.87,387.00,543.00,1.75,0.00,0.00
497,253886,25.15,54.85,356.00,523.00,1.75,0.00,0.00
498,253892,24.53,55.47,363.00,537.00,1.75,0.00,0.00
499,253899,24.18,55.82,372.00,550.00,1.75,0.00,0.00
500,253906,23.29,56.71,369.00,557.00,1.75,0.00,0.00
501,253914,25.06,54.94,382.00,550.00,1.75,0.00,0.00
502,253921,26.93,53.07,366.00,513.00,1.75,0.00,0.00
503,253927,28.00,52.00,347.00,482.00,1.75,0.00,0.00
504,253934,31.73,48.27,350.00,443.00,1.75,0.00,0.00
505,253941,38.04,41.96,375.00,397.00,1.75,0.00,0.00
506,253948,40.62,39.38,394.00,387.00,1.75,0.00,0.00
507,253956,36.80,43.20,362.00,398.00,1.75,0.00,0.00
508,253962,39.73,40.27,388.00,391.00,1.75,0.00,0.00
509,253969,41.24,38.76,388.00,374.00,1.75,0.00,0.00
510,253976,43.47,36.53,408.00,369.00,1.75,0.00,0.00
511,253983,44.18,35.82,406.00,359.00,1.75,0.00,0.00
512,253989,46.40,33.60,406.00,334.00,1.75,0.00,0.00
513,253997,45.96,34.04,432.00,365.00,1.75,0.00,0.00
514,254004,45.25,34.75,446.00,387.00,1.75,0.00,0.00
515,254011,45.42,34.58,437.00,376.00,1.75,0.00,0.00
516,254018,40.89,39.11,411.00,401.00,1.75,0.00,0.00
517,254025,36.18,43.82,350.00,393.00,1.75,0.00,0.00
518,254031,29.24,50.76,281.00,402.00,1.75,0.00,0.00
519,254039,26.84,53.16,247.00,395.00,1.75,0.00,0.00
520,254046,22.04,57.96,215.00,417.00,1.75,0.00,0.00
521,254053,20.35,59.65,230.00,451.00,1.75,0.00,0.00
522,254060,25.06,54.94,287.00,455.00,1.75,0.00,0.00
523,254066,27.38,52.62,327.00,469.00,1.75,0.00,0.00
524,254073,30.67,49.33,356.00,461.00,1.75,0.00,0.00
525,254081,31.73,48.27,360.00,453.00,1.75,0.00,0.00
526,254088,31.55,48.45,341.00,436.00,1.75,0.00,0.00
527,254095,30.13,49.87,340.00,451.00,1.75,0.00,0.00
528,254102,30.93,49.07,344.00,446.00,1.75,0.00,0.00
529,254108,34.93,45.07,376.00,433.00,1.75,0.00,0.00
530,254115,37.78,42.22,377.00,402.00,1.75,0.00,0.00
531,254123,39.38,40.62,385.00,392.00,1.75,0.00,0.00
532,254130,42.67,37.33,403.00,373.00,1.75,0.00,0.00
533,254136,43.02,36.98,393.00,359.00,1.75,0.00,0.00
534,254143,45.78,34.22,403.00,338.00,1.75,0.00,0.00
535,254150,42.49,37.51,391.00,363.00,1.75,0.00,0.00
536,254157,43.73,36.27,385.00,343.00,1.75,0.00,0.00
537,254164,44.00,36.00,392.00,347.00,1.75,0.00,0.00
538,254171,44.62,35.38,382.00,330.00,1.75,0.00,0.00
539,254178,42.13,37.87,374.00,350.00,1.75,0.00,0.00
540,254185,41.24,38.76,369.00,355.00,1.75,0.00,0.00
541,254192,38.13,41.87,360.00,381.00,1.75,0.00,0.00
542,254198,37.51,42.49,368.00,396.00,1.75,0.00,0.00
543,254205,31.47,48.53,338.00,434.00,1.75,0.00,0.00
544,254213,30.40,49.60,325.00,433.00,1.75,0.00,0.00
545,254220,32.18,47.82,301.00,389.00,1.75,0.00,0.00
546,254227,33.07,46.93,299.00,377.00,1.75,0.00,0.00
547,254233,36.00,44.00,304.00,349.00,1.75,0.00,0.00
548,254240,36.27,43.73,308.00,350.00,1.75,0.00,0.00
549,254247,37.78,42.22,321.00,346.00,1.75,0.00,0.00
550,254255,37.69,42.31,318.00,344.00,1.75,0.00,0.00
551,254261,37.42,42.58,330.00,359.00,1.75,0.00,0.00
552,254268,37.69,42.31,325.00,351.00,1.75,0.00,0.00
553,254275,38.31,41.69,348.00,367.00,1.75,0.00,0.00
554,254282,38.67,41.33,365.00,380.00,1.75,0.00,0.00
555,254288,39.47,40.53,377.00,383.00,1.75,0.00,0.00
556,254296,39.91,40.09,382.00,383.00,1.75,0.00,0.00
557,254303,38.76,41.24,373.00,387.00,1.75,0.00,0.00
558,254309,37.60,42.40,354.00,381.00,1.75,0.00,0.00
559,254316,36.53,43.47,352.00,391.00,1.75,0.00,0.00
560,254323,36.36,43.64,349.00,390.00,1.75,0.00,0.00
561,254329,35.73,44.27,339.00,387.00,1.75,0.00,0.00
562,254337,32.98,47.02,314.00,393.00,1.75,0.00,0.00
563,254344,31.47,48.53,292.00,388.00,1.75,0.00,0.00
564,254351,31.82,48.18,288.00,380.00,1.75,0.00,0.00
565,254358,36.36,43.64,311.00,352.00,1.75,0.00,0.00
566,254364,40.27,39.73,352.00,349.00,1.75,0.00,0.00
567,254371,41.42,38.58,377.00,361.00,1.75,0.00,0.00
568,254379,40.00,40.00,379.00,379.00,1.75,0.00,0.00
569,254386,37.42,42.58,366.00,395.00,1.75,0.00,0.00
570,254392,38.93,41.07,375.00,387.00,1.75,0.00,0.00
571,254399,40.09,39.91,365.00,364.00,1.75,0.00,0.00
572,254406,41.96,38.04,380.00,358.00,1.75,0.00,0.00
573,254413,42.22,37.78,389.00,364.00,1.75,0.00,0.00
574,254419,41.87,38.13,390.00,369.00,1.75,0.00,0.00
575,254427,40.00,40.00,379.00,379.00,1.75,0.00,0.00
576,254434,39.91,40.09,396.00,397.00,1.75,0.00,0.00
577,254440,33.78,46.22,368.00,438.00,1.75,0.00,0.00
578,254447,34.31,45.69,369.00,433.00,1.75,0.00,0.00
579,254454,35.47,44.53,367.00,418.00,1.75,0.00,0.00
580,254461,36.27,43.73,349.00,391.00,1.75,0.00,0.00
581,254469,33.78,46.22,346.00,416.00,1.75,0.00,0.00
582,254475,35.20,44.80,355.00,409.00,1.75,0.00,0.00
583,254482,38.76,41.24,360.00,374.00,1.75,0.00,0.00
584,254489,36.98,43.02,363.00,397.00,1.75,0.00,0.00
585,254495,38.22,41.78,363.00,383.00,1.75,0.00,0.00
586,254502,40.44,39.56,378.00,373.00,1.75,0.00,0.00
587,254510,40.89,39.11,381.00,371.00,1.75,0.00,0.00
588,254517,40.62,39.38,375.00,368.00,1.75,0.00,0.00
589,254524,43.02,36.98,387.00,353.00,1.75,0.00,0.00
590,254530,41.78,38.22,399.00,379.00,1.75,0.00,0.00
591,254537,42.84,37.16,401.00,369.00,1.75,0.00,0.00
592,254544,44.89,35.11,417.00,362.00,1.75,0.00,0.00
593,254552,46.22,33.78,415.00,345.00,1.75,0.00,0.00
594,254559,45.78,34.22,419.00,354.00,1.75,0.00,0.00
595,254566,49.87,30.13,423.00,312.00,1.75,0.00,0.00
596,254573,51.29,28.71,410.00,283.00,1.75,0.00,0.00
597,254579,49.51,30.49,402.00,295.00,1.75,0.00,0.00
598,254586,47.47,32.53,387.00,303.00,1.75,0.00,0.00
599,254594,44.80,35.20,395.00,341.00,1.75,0.00,0.00
600,254601,41.33,38.67,386.00,371.00,1.75,0.00,0.00
601,254608,40.09,39.91,391.00,390.00,1.75,0.00,0.00
602,254614,39.64,40.36,380.00,384.00,1.75,0.00,0.00
603,254621,40.62,39.38,392.00,385.00,1.75,0.00,0.00
604,254628,40.62,39.38,400.00,393.00,1.75,0.00,0.00
605,254636,42.93,37.07,406.00,373.00,1.75,0.00,0.00
606,254642,40.44,39.56,396.00,391.00,1.75,0.00,0.00
607,254649,44.36,35.64,417.00,368.00,1.75,0.00,0.00
608,254656,42.22,37.78,419.00,394.00,1.75,0.00,0.00
609,254663,42.40,37.60,423.00,396.00,1.75,0.00,0.00
610,254670,42.04,37.96,428.00,405.00,1.75,0.00,0.00
611,254676,40.27,39.73,407.00,404.00,1.75,0.00,0.00
612,254684,38.67,41.33,378.00,393.00,1.75,0.00,0.00
613,254691,36.09,43.91,352.00,396.00,1.75,0.00,0.00
614,254698,37.07,42.93,339.00,372.00,1.75,0.00,0.00
615,254704,39.91,40.09,352.00,353.00,1.75,0.00,0.00
616,254711,43.02,36.98,377.00,343.00,1.75,0.00,0.00
617,254718,44.98,35.02,394.00,338.00,1.75,0.00,0.00
618,254726,44.44,35.56,392.00,342.00,1.75,0.00,0.00
619,254732,42.67,37.33,382.00,352.00,1.75,0.00,0.00
620,254739,37.42,42.58,357.00,386.00,1.75,0.00,0.00
621,254746,38.13,41.87,399.00,420.00,1.75,0.00,0.00
622,254753,38.84,41.16,419.00,432.00,1.75,0.00,0.00
623,254759,41.87,38.13,438.00,417.00,1.75,0.00,0.00
624,254767,44.18,35.82,448.00,401.00,1.75,0.00,0.00
625,254774,44.00,36.00,430.00,385.00,1.75,0.00,0.00
626,254781,45.07,34.93,422.00,365.00,1.75,0.00,0.00
627,254788,43.11,36.89,395.00,360.00,1.75,0.00,0.00
628,254794,40.98,39.02,384.00,373.00,1.75,0.00,0.00
629,254801,38.22,41.78,363.00,383.00,1.75,0.00,0.00
630,254809,36.36,43.64,346.00,387.00,1.75,0.00,0.00
631,254816,37.51,42.49,327.00,355.00,1.75,0.00,0.00
632,254822,38.22,41.78,326.00,346.00,1.75,0.00,0.00
633,254829,38.76,41.24,345.00,359.00,1.75,0.00,0.00
634,254836,37.16,42.84,340.00,372.00,1.75,0.00,0.00
635,254843,36.27,43.73,336.00,378.00,1.75,0.00,0.00
636,254850,34.58,45.42,332.00,393.00,1.75,0.00,0.00
637,254857,35.56,44.44,347.00,397.00,1.75,0.00,0.00
638,254864,40.89,39.11,374.00,364.00,1.75,0.00,0.00
639,254871,39.02,40.98,381.00,392.00,1.75,0.00,0.00
640,254877,42.58,37.42,409.00,380.00,1.75,0.00,0.00
641,254884,42.40,37.60,395.00,368.00,1.75,0.00,0.00
642,254892,43.82,36.18,394.00,351.00,1.75,0.00,0.00
643,254899,45.69,34.31,397.00,333.00,1.75,0.00,0.00
644,254906,48.18,31.82,413.00,321.00,1.75,0.00,0.00
645,254913,47.65,32.35,410.00,324.00,1.75,0.00,0.00
646,254920,45.96,34.04,389.00,322.00,1.75,0.00,0.00
647,254926,44.00,36.00,381.00,336.00,1.75,0.00,0.00
648,254934,47.02,32.98,400.00,321.00,1.75,0.00,0.00
649,254941,52.36,27.64,446.00,307.00,1.75,0.00,0.00
650,254948,54.76,25.24,476.00,310.00,1.75,0.00,0.00
651,254955,52.80,27.20,440.00,296.00,1.75,0.00,0.00
652,254962,50.67,29.33,395.00,275.00,1.75,0.00,0.00
653,254969,51.56,28.44,387.00,257.00,1.75,0.00,0.00
654,254977,49.42,30.58,362.00,256.00,1.75,0.00,0.00
655,254983,43.20,36.80,334.00,298.00,1.75,0.00,0.00
656,254990,45.33,34.67,342.00,282.00,1.75,0.00,0.00
657,254997,44.98,35.02,357.00,301.00,1.75,0.00,0.00
658,255004,44.62,35.38,370.00,318.00,1.75,0.00,0.00
659,255011,44.18,35.82,388.00,341.00,1.75,0.00,0.00
660,255019,42.40,37.60,403.00,376.00,1.75,0.00,0.00
661,255025,43.47,36.53,392.00,353.00,1.75,0.00,0.00
662,255032,46.85,33.15,406.00,329.00,1.75,0.00,0.00
663,255039,48.80,31.20,420.00,321.00,1.75,0.00,0.00
664,255046,46.49,33.51,403.00,330.00,1.75,0.00,0.00
665,255053,42.40,37.60,374.00,347.00,1.75,0.00,0.00
666,255060,41.33,38.67,349.00,334.00,1.75,0.00,0.00
667,255067,39.47,40.53,327.00,333.00,1.75,0.00,0.00
668,255074,37.42,42.58,305.00,334.00,1.75,0.00,0.00
669,255081,39.38,40.62,317.00,324.00,1.75,0.00,0.00
670,255088,37.51,42.49,340.00,368.00,1.75,0.00,0.00
671,255094,35.82,44.18,374.00,421.00,1.75,0.00,0.00
672,255101,40.89,39.11,436.00,426.00,1.75,0.00,0.00
673,255109,48.89,31.11,487.00,387.00,1.75,0.00,0.00
674,255116,52.36,27.64,502.00,363.00,1.75,0.00,0.00
675,255123,53.87,26.13,506.00,350.00,1.75,0.00,0.00
676,255130,55.91,24.09,524.00,345.00,1.75,0.00,0.00
677,255136,56.71,23.29,539.00,351.00,1.75,0.00,0.00
678,255143,57.34,22.66,539.00,344.00,1.75,0.00,0.00
679,255151,61.87,18.13,569.00,323.00,1.75,0.00,0.00
680,255158,64.36,15.64,603.00,329.00,1.75,0.00,0.00
681,255165,66.49,13.51,592.00,294.00,1.75,0.00,0.00
682,255172,69.69,10.31,604.00,270.00,1.75,0.00,0.00
683,255179,71.03,8.97,629.00,280.00,1.75,0.00,0.00
684,255186,66.23,13.77,604.00,309.00,1.75,0.00,0.00
685,255194,61.69,18.31,607.00,363.00,1.75,0.00,0.00
686,255200,59.29,20.71,598.00,381.00,1.75,0.00,0.00
687,255207,59.91,20.09,604.00,380.00,1.75,0.00,0.00
688,255214,65.34,14.66,624.00,339.00,1.75,0.00,0.00
689,255221,64.18,15.82,627.00,355.00,1.75,0.00,0.00
690,255228,64.80,15.20,631.00,352.00,1.75,0.00,0.00
691,255236,59.20,20.80,592.00,376.00,1.75,0.00,0.00
692,255243,57.96,22.04,578.00,376.00,1.75,0.00,0.00
693,255250,53.51,26.49,533.00,381.00,1.75,0.00,0.00
694,255257,50.85,29.15,504.00,382.00,1.75,0.00,0.00
695,255263,50.22,29.78,496.00,381.00,1.75,0.00,0.00
696,255270,47.29,32.71,485.00,403.00,1.75,0.00,0.00
697,255278,46.58,33.42,474.00,400.00,1.75,0.00,0.00
698,255285,44.71,35.29,461.00,408.00,1.75,0.00,0.00
699,255292,41.51,38.49,417.00,400.00,1.75,0.00,0.00
700,255299,40.44,39.56,379.00,374.00,1.75,0.00,0.00
701,255305,39.47,40.53,357.00,363.00,1.75,0.00,0.00
702,255312,39.91,40.09,364.00,365.00,1.75,0.00,0.00
703,255320,41.51,38.49,377.00,360.00,1.75,0.00,0.00
704,255327,40.89,39.11,380.00,370.00,1.75,0.00,0.00
705,255333,41.42,38.58,402.00,386.00,1.75,0.00,0.00
706,255340,40.80,39.20,397.00,388.00,1.75,0.00,0.00
707,255347,38.67,41.33,388.00,403.00,1.75,0.00,0.00
708,255354,36.44,43.56,374.00,414.00,1.75,0.00,0.00
709,255361,36.98,43.02,396.00,430.00,1.75,0.00,0.00
710,255368,36.44,43.56,396.00,436.00,1.75,0.00,0.00
711,255375,38.49,41.51,413.00,430.00,1.75,0.00,0.00
712,255382,40.98,39.02,415.00,404.00,1.75,0.00,0.00
713,255388,43.56,36.44,419.00,379.00,1.75,0.00,0.00
714,255395,47.73,32.27,440.00,353.00,1.75,0.00,0.00
715,255403,48.18,31.82,444.00,352.00,1.75,0.00,0.00
716,255410,45.96,34.04,431.00,364.00,1.75,0.00,0.00
717,255417,44.36,35.64,427.00,378.00,1.75,0.00,0.00
718,255424,43.73,36.27,425.00,383.00,1.75,0.00,0.00
719,255430,43.82,36.18,426.00,383.00,1.75,0.00,0.00
720,255437,43.56,36.44,409.00,369.00,1.75,0.00,0.00
721,255444,43.38,36.62,418.00,380.00,1.75,0.00,0.00
722,255452,44.71,35.29,410.00,357.00,1.75,0.00,0.00
723,255459,42.31,37.69,402.00,376.00,1.75,0.00,0.00
724,255465,39.20,40.80,373.00,382.00,1.75,0.00,0.00
725,255472,38.67,41.33,362.00,377.00,1.75,0.00,0.00
726,255479,43.02,36.98,377.00,343.00,1.75,0.00,0.00
727,255486,44.44,35.56,379.00,329.00,1.75,0.00,0.00
728,255494,45.51,34.49,387.00,325.00,1.75,0.00,0.00
729,255500,44.18,35.82,371.00,324.00,1.75,0.00,0.00
730,255507,44.71,35.29,372.00,319.00,1.75,0.00,0.00
731,255514,39.82,40.18,354.00,356.00,1.75,0.00,0.00
732,255521,41.69,38.31,343.00,324.00,1.75,0.00,0.00
733,255527,40.27,39.73,356.00,353.00,1.75,0.00,0.00
734,255535,44.18,35.82,391.00,344.00,1.75,0.00,0.00
735,255542,43.73,36.27,400.00,358.00,1.75,0.00,0.00
736,255549,40.36,39.64,415.00,411.00,1.75,0.00,0.00
737,255555,36.80,43.20,404.00,440.00,1.75,0.00,0.00
738,255562,32.80,47.20,369.00,450.00,1.75,0.00,0.00
739,255569,34.40,45.60,357.00,420.00,1.75,0.00,0.00
740,255577,32.62,47.38,350.00,433.00,1.75,0.00,0.00
741,255584,33.78,46.22,353.00,423.00,1.75,0.00,0.00
742,255590,37.96,42.04,392.00,415.00,1.75,0.00,0.00
743,255597,40.00,40.00,417.00,417.00,1.75,0.00,0.00
744,255604,40.53,39.47,416.00,410.00,1.75,0.00,0.00
745,255611,42.58,37.42,408.00,379.00,1.75,0.00,0.00
746,255618,39.11,40.89,390.00,400.00,1.75,0.00,0.00
747,255625,39.29,40.71,382.00,390.00,1.75,0.00,0.00
748,255632,39.29,40.71,378.00,386.00,1.75,0.00,0.00
749,255639,40.44,39.56,380.00,375.00,1.75,0.00,0.00
750,255645,39.02,40.98,369.00,380.00,1.75,0.00,0.00
751,255652,36.53,43.47,366.00,405.00,1.75,0.00,0.00
752,255660,34.49,45.51,368.00,430.00,1.75,0.00,0.00
753,255667,33.95,46.05,363.00,431.00,1.75,0.00,0.00
754,255673,33.87,46.13,358.00,427.00,1.75,0.00,0.00
755,255680,35.91,44.09,352.00,398.00,1.75,0.00,0.00
756,255687,36.44,43.56,343.00,383.00,1.75,0.00,0.00
757,255694,37.51,42.49,334.00,362.00,1.75,0.00,0.00
758,255700,36.62,43.38,321.00,359.00,1.75,0.00,0.00
759,255708,37.87,42.13,336.00,360.00,1.75,0.00,0.00
760,255715,39.82,40.18,330.00,332.00,1.75,0.00,0.00
761,255721,41.42,38.58,334.00,318.00,1.75,0.00,0.00
762,255728,42.84,37.16,336.00,304.00,1.75,0.00,0.00
763,255735,43.56,36.44,330.00,290.00,1.75,0.00,0.00
764,255742,42.67,37.33,336.00,306.00,1.75,0.00,0.00
765,255750,40.98,39.02,333.00,322.00,1.75,0.00,0.00
766,255756,40.09,39.91,338.00,337.00,1.75,0.00,0.00
767,255763,39.29,40.71,339.00,347.00,1.75,0.00,0.00
768,255770,38.40,41.60,324.00,342.00,1.75,0.00,0.00
769,255777,40.09,39.91,327.00,326.00,1.75,0.00,0.00
770,255783,39.38,40.62,328.00,335.00,1.75,0.00,0.00
771,255791,39.20,40.80,349.00,358.00,1.75,0.00,0.00
772,255798,37.87,42.13,350.00,374.00,1.75,0.00,0.00
773,255805,38.58,41.42,342.00,358.00,1.75,0.00,0.00
774,255811,41.24,38.76,345.00,331.00,1.75,0.00,0.00
775,255818,42.04,37.96,326.00,303.00,1.75,0.00,0.00
776,255825,42.13,37.87,303.00,279.00,1.75,0.00,0.00
777,255833,39.91,40.09,305.00,306.00,1.75,0.00,0.00
778,255839,40.27,39.73,314.00,311.00,1.75,0.00,0.00
779,255846,41.42,38.58,330.00,314.00,1.75,0.00,0.00
780,255853,42.40,37.60,338.00,311.00,1.75,0.00,0.00
781,255860,43.47,36.53,336.00,297.00,1.75,0.00,0.00
782,255867,44.62,35.38,346.00,294.00,1.75,0.00,0.00
783,255874,43.29,36.71,359.00,322.00,1.75,0.00,0.00
784,255881,42.76,37.24,375.00,344.00,1.75,0.00,0.00
785,255888,40.36,39.64,361.00,357.00,1.75,0.00,0.00
786,255894,39.73,40.27,361.00,364.00,1.75,0.00,0.00
787,255901,37.07,42.93,344.00,377.00,1.75,0.00,0.00
788,255908,35.02,44.98,326.00,382.00,1.75,0.00,0.00
789,255916,34.04,45.96,342.00,409.00,1.75,0.00,0.00
790,255922,36.09,43.91,356.00,400.00,1.75,0.00,0.00
791,255929,36.09,43.91,341.00,385.00,1.75,0.00,0.00
792,255936,36.53,43.47,342.00,381.00,1.75,0.00,0.00
793,255943,39.56,40.44,354.00,359.00,1.75,0.00,0.00
794,255949,42.22,37.78,354.00,329.00,1.75,0.00,0.00
795,255956,44.71,35.29,344.00,291.00,1.75,0.00,0.00
796,255964,46.31,33.69,336.00,265.00,1.75,0.00,0.00
797,255971,45.51,34.49,335.00,273.00,1.75,0.00,0.00
798,255978,42.22,37.78,341.00,316.00,1.75,0.00,0.00
799,255984,40.18,39.82,342.00,340.00,1.75,0.00,0.00
800,255991,38.04,41.96,347.00,369.00,1.75,0.00,0.00
801,255998,38.58,41.42,340.00,356.00,1.75,0.00,0.00
802,256006,39.29,40.71,328.00,336.00,1.75,0.00,0.00
803,256012,40.18,39.82,316.00,314.00,1.75,0.00,0.00
804,256019,42.40,37.60,312.00,285.00,1.75,0.00,0.00
805,256026,43.91,36.09,303.00,259.00,1.75,0.00,0.00
806,256033,46.22,33.78,317.00,247.00,1.75,0.00,0.00
807,256040,45.07,34.93,328.00,271.00,1.75,0.00,0.00
808,256047,43.82,36.18,336.00,293.00,1.75,0.00,0.00
809,256054,46.22,33.78,347.00,277.00,1.75,0.00,0.00
810,256061,48.98,31.02,391.00,290.00,1.75,0.00,0.00
811,256068,48.89,31.11,419.00,319.00,1.75,0.00,0.00
812,256075,48.53,31.47,406.00,310.00,1.75,0.00,0.00
813,256082,46.13,33.87,392.00,323.00,1.75,0.00,0.00
814,256090,44.80,35.20,392.00,338.00,1.75,0.00,0.00
815,256097,45.60,34.40,382.00,319.00,1.75,0.00,0.00
816,256103,43.56,36.44,376.00,336.00,1.75,0.00,0.00
817,256110,41.51,38.49,348.00,331.00,1.75,0.00,0.00
818,256117,38.31,41.69,325.00,344.00,1.75,0.00,0.00
819,256124,36.89,43.11,312.00,347.00,1.75,0.00,0.00
820,256131,37.33,42.67,313.00,343.00,1.75,0.00,0.00
821,256138,33.87,46.13,288.00,357.00,1.75,0.00,0.00
822,256145,32.27,47.73,285.00,372.00,1.75,0.00,0.00
823,256152,32.09,47.91,288.00,377.00,1.75,0.00,0.00
824,256159,32.98,47.02,294.00,373.00,1.75,0.00,0.00
825,256165,36.27,43.73,344.00,386.00,1.75,0.00,0.00
826,256173,39.38,40.62,381.00,388.00,1.75,0.00,0.00
827,256180,39.11,40.89,371.00,381.00,1.75,0.00,0.00
828,256187,36.09,43.91,351.00,395.00,1.75,0.00,0.00
829,256193,35.64,44.36,353.00,402.00,1.75,0.00,0.00
830,256200,36.27,43.73,354.00,396.00,1.75,0.00,0.00
831,256207,40.71,39.29,386.00,378.00,1.75,0.00,0.00
832,256215,43.82,36.18,386.00,343.00,1.75,0.00,0.00
833,256221,46.49,33.51,398.00,325.00,1.75,0.00,0.00
834,256228,47.02,32.98,411.00,332.00,1.75,0.00,0.00
835,256235,46.85,33.15,412.00,335.00,1.75,0.00,0.00
836,256242,45.51,34.49,408.00,346.00,1.75,0.00,0.00
837,256249,47.11,32.89,400.00,320.00,1.75,0.00,0.00
838,256257,45.96,34.04,407.00,340.00,1.75,0.00,0.00
839,256264,45.96,34.04,422.00,355.00,1.75,0.00,0.00
840,256271,41.51,38.49,400.00,383.00,1.75,0.00,0.00
841,256277,38.67,41.33,387.00,402.00,1.75,0.00,0.00
842,256284,34.75,45.25,389.00,448.00,1.75,0.00,0.00
843,256291,33.15,46.85,391.00,468.00,1.75,0.00,0.00
844,256299,29.95,50.05,384.00,497.00,1.75,0.00,0.00
845,256306,28.09,51.91,392.00,526.00,1.75,0.00,0.00
